"Global Code","Global Name","Region Code","Region Name","Sub-region Code","Sub-region Name","Intermediate Region Code","Intermediate Region Name","Country or Area","M49 Code","ISO-alpha3 Code","Least Developed Countries (LDC)","Land Locked Developing Countries (LLDC)","Small Island Developing States (SIDS)","Developed / Developing Countries"
"001","Mundo","002","África","015","África septentrional","","","Argelia","012","DZA","","","","Developing"
"001","Mundo","002","África","015","África septentrional","","","Egipto","818","EGY","","","","Developing"
"001","Mundo","002","África","015","África septentrional","","","Libia","434","LBY","","","","Developing"
"001","Mundo","002","África","015","África septentrional","","","Marruecos","504","MAR","","","","Developing"
"001","Mundo","002","África","015","África septentrional","","","Sudán","729","SDN","x","","","Developing"
"001","Mundo","002","África","015","África septentrional","","","Túnez","788","TUN","","","","Developing"
"001","Mundo","002","África","015","África septentrional","","","Sáhara Occidental","732","ESH","","","","Developing"
"001","Mundo","002","África","202","África Subsahariana","014","África oriental","Territorio Británico del Océano Índico","086","IOT","","","","Developing"
"001","Mundo","002","África","202","África Subsahariana","014","África oriental","Burundi","108","BDI","x","x","","Developing"
"001","Mundo","002","África","202","África Subsahariana","014","África oriental","Comoras","174","COM","x","","x","Developing"
"001","Mundo","002","África","202","África Subsahariana","014","África oriental","Djibouti","262","DJI","x","","","Developing"
"001","Mundo","002","África","202","África Subsahariana","014","África oriental","Eritrea","232","ERI","x","","","Developing"
"001","Mundo","002","África","202","África Subsahariana","014","África oriental","Etiopía","231","ETH","x","x","","Developing"
"001","Mundo","002","África","202","África Subsahariana","014","África oriental","Territorio de las Tierras Australes Francesas","260","ATF","","","","Developing"
"001","Mundo","002","África","202","África Subsahariana","014","África oriental","Kenya","404","KEN","","","","Developing"
"001","Mundo","002","África","202","África Subsahariana","014","África oriental","Madagascar","450","MDG","x","","","Developing"
"001","Mundo","002","África","202","África Subsahariana","014","África oriental","Malawi","454","MWI","x","x","","Developing"
"001","Mundo","002","África","202","África Subsahariana","014","África oriental","Mauricio","480","MUS","","","x","Developing"
