name,id,admin_level,type,type_noneng,ISO3,source
Mamudpur,BGD::Dhaka::Gopalganj::Kashiani::Mamudpur,4,union,Union,BGD,GADM
Nijamkandi,BGD::Dhaka::Gopalganj::Kashiani::Nijamkandi,4,union,Union,BGD,GADM
Orakandi,BGD::Dhaka::Gopalganj::Kashiani::Orakandi,4,union,Union,BGD,GADM
Parulia,BGD::Dhaka::Gopalganj::Kashiani::Parulia,4,union,Union,BGD,GADM
Puisur,BGD::Dhaka::Gopalganj::Kashiani::Puisur,4,union,Union,BGD,GADM
Rajpat,BGD::Dhaka::Gopalganj::Kashiani::Rajpat,4,union,Union,BGD,GADM
Ratail,BGD::Dhaka::Gopalganj::Kashiani::Ratail,4,union,Union,BGD,GADM
Sajail,BGD::Dhaka::Gopalganj::Kashiani::Sajail,4,union,Union,BGD,GADM
Singa,BGD::Dhaka::Gopalganj::Kashiani::Singa,4,union,Union,BGD,GADM
Amtali,BGD::Dhaka::Gopalganj::Kotali Para::Amtali,4,union,Union,BGD,GADM
Bandhabari,BGD::Dhaka::Gopalganj::Kotali Para::Bandhabari,4,union,Union,BGD,GADM
Ghagar,BGD::Dhaka::Gopalganj::Kotali Para::Ghagar,4,union,Union,BGD,GADM
Hiran,BGD::Dhaka::Gopalganj::Kotali Para::Hiran,4,union,Union,BGD,GADM
Kalabari,BGD::Dhaka::Gopalganj::Kotali Para::Kalabari,4,union,Union,BGD,GADM
Kandi,BGD::Dhaka::Gopalganj::Kotali Para::Kandi,4,union,Union,BGD,GADM
Kotalipara Paurashava,BGD::Dhaka::Gopalganj::Kotali Para::Kotalipara Paurashava,4,union,Union,BGD,GADM
Kushla,BGD::Dhaka::Gopalganj::Kotali Para::Kushla,4,union,Union,BGD,GADM
Pinjuri,BGD::Dhaka::Gopalganj::Kotali Para::Pinjuri,4,union,Union,BGD,GADM
Radhaganj,BGD::Dhaka::Gopalganj::Kotali Para::Radhaganj,4,union,Union,BGD,GADM
Ramshil,BGD::Dhaka::Gopalganj::Kotali Para::Ramshil,4,union,Union,BGD,GADM
Sadullapur,BGD::Dhaka::Gopalganj::Kotali Para::Sadullapur,4,union,Union,BGD,GADM
Suagram,BGD::Dhaka::Gopalganj::Kotali Para::Suagram,4,union,Union,BGD,GADM
Bahugram,BGD::Dhaka::Gopalganj::Muksudpur::Bahugram,4,union,Union,BGD,GADM
Banshbaria,BGD::Dhaka::Gopalganj::Muksudpur::Banshbaria,4,union,Union,BGD,GADM
Batikamari,BGD::Dhaka::Gopalganj::Muksudpur::Batikamari,4,union,Union,BGD,GADM
Bhabrasur,BGD::Dhaka::Gopalganj::Muksudpur::Bhabrasur,4,union,Union,BGD,GADM
Dignagar,BGD::Dhaka::Gopalganj::Muksudpur::Dignagar,4,union,Union,BGD,GADM
Gobindapur,BGD::Dhaka::Gopalganj::Muksudpur::Gobindapur,4,union,Union,BGD,GADM
Gohala,BGD::Dhaka::Gopalganj::Muksudpur::Gohala,4,union,Union,BGD,GADM
Jalirpar,BGD::Dhaka::Gopalganj::Muksudpur::Jalirpar,4,union,Union,BGD,GADM
Kasalia,BGD::Dhaka::Gopalganj::Muksudpur::Kasalia,4,union,Union,BGD,GADM
Khandarpar,BGD::Dhaka::Gopalganj::Muksudpur::Khandarpar,4,union,Union,BGD,GADM
Maharajpur,BGD::Dhaka::Gopalganj::Muksudpur::Maharajpur,4,union,Union,BGD,GADM
Mochna,BGD::Dhaka::Gopalganj::Muksudpur::Mochna,4,union,Union,BGD,GADM
Muksudpur Paurashava,BGD::Dhaka::Gopalganj::Muksudpur::Muksudpur Paurashava,4,union,Union,BGD,GADM
Nanikshir,BGD::Dhaka::Gopalganj::Muksudpur::Nanikshir,4,union,Union,BGD,GADM
Pasargati,BGD::Dhaka::Gopalganj::Muksudpur::Pasargati,4,union,Union,BGD,GADM
Raghdi,BGD::Dhaka::Gopalganj::Muksudpur::Raghdi,4,union,Union,BGD,GADM
Ujani,BGD::Dhaka::Gopalganj::Muksudpur::Ujani,4,union,Union,BGD,GADM
Barni,BGD::Dhaka::Gopalganj::Tungi Para::Barni,4,union,Union,BGD,GADM
Dumuria,BGD::Dhaka::Gopalganj::Tungi Para::Dumuria,4,union,Union,BGD,GADM
Gopalpur,BGD::Dhaka::Gopalganj::Tungi Para::Gopalpur,4,union,Union,BGD,GADM
Kushli,BGD::Dhaka::Gopalganj::Tungi Para::Kushli,4,union,Union,BGD,GADM
Patgati,BGD::Dhaka::Gopalganj::Tungi Para::Patgati,4,union,Union,BGD,GADM
Tungipara Paurashava,BGD::Dhaka::Gopalganj::Tungi Para::Tungipara Paurashava,4,union,Union,BGD,GADM
Bagar Char,BGD::Dhaka::Jamalpur::Bakshiganj::Bagar Char,4,union,Union,BGD,GADM
Bakshiganj,BGD::Dhaka::Jamalpur::Bakshiganj::Bakshiganj,4,union,Union,BGD,GADM
Battajore,BGD::Dhaka::Jamalpur::Bakshiganj::Battajore,4,union,Union,BGD,GADM
Dhanua,BGD::Dhaka::Jamalpur::Bakshiganj::Dhanua,4,union,Union,BGD,GADM
Merur Char,BGD::Dhaka::Jamalpur::Bakshiganj::Merur Char,4,union,Union,BGD,GADM
Nilakshmia,BGD::Dhaka::Jamalpur::Bakshiganj::Nilakshmia,4,union,Union,BGD,GADM
Sadhur Para,BGD::Dhaka::Jamalpur::Bakshiganj::Sadhur Para,4,union,Union,BGD,GADM
Bahadurabad,BGD::Dhaka::Jamalpur::Dewanganj::Bahadurabad,4,union,Union,BGD,GADM
Char Aomkhaoa,BGD::Dhaka::Jamalpur::Dewanganj::Char Aomkhaoa,4,union,Union,BGD,GADM
Chikajani,BGD::Dhaka::Jamalpur::Dewanganj::Chikajani,4,union,Union,BGD,GADM
Chukaibari,BGD::Dhaka::Jamalpur::Dewanganj::Chukaibari,4,union,Union,BGD,GADM
Dangdhara,BGD::Dhaka::Jamalpur::Dewanganj::Dangdhara,4,union,Union,BGD,GADM
Dewanganj,BGD::Dhaka::Jamalpur::Dewanganj::Dewanganj,4,union,Union,BGD,GADM
Dewanganj Paurashava,BGD::Dhaka::Jamalpur::Dewanganj::Dewanganj Paurashava,4,union,Union,BGD,GADM
Hatebhanga,BGD::Dhaka::Jamalpur::Dewanganj::Hatebhanga,4,union,Union,BGD,GADM
Par Ramrampur,BGD::Dhaka::Jamalpur::Dewanganj::Par Ramrampur,4,union,Union,BGD,GADM
Belgachha,BGD::Dhaka::Jamalpur::Islampur::Belgachha,4,union,Union,BGD,GADM
Char Goalini,BGD::Dhaka::Jamalpur::Islampur::Char Goalini,4,union,Union,BGD,GADM
Char Putimari,BGD::Dhaka::Jamalpur::Islampur::Char Putimari,4,union,Union,BGD,GADM
Chinadulli,BGD::Dhaka::Jamalpur::Islampur::Chinadulli,4,union,Union,BGD,GADM
Gaibandha,BGD::Dhaka::Jamalpur::Islampur::Gaibandha,4,union,Union,BGD,GADM
Goaler Char,BGD::Dhaka::Jamalpur::Islampur::Goaler Char,4,union,Union,BGD,GADM
Islampur,BGD::Dhaka::Jamalpur::Islampur::Islampur,4,union,Union,BGD,GADM
Islampur Paurashava,BGD::Dhaka::Jamalpur::Islampur::Islampur Paurashava,4,union,Union,BGD,GADM
Kulkandi,BGD::Dhaka::Jamalpur::Islampur::Kulkandi,4,union,Union,BGD,GADM
Noarpara,BGD::Dhaka::Jamalpur::Islampur::Noarpara,4,union,Union,BGD,GADM
Palbandha,BGD::Dhaka::Jamalpur::Islampur::Palbandha,4,union,Union,BGD,GADM
Patharsi,BGD::Dhaka::Jamalpur::Islampur::Patharsi,4,union,Union,BGD,GADM
Sapdhari,BGD::Dhaka::Jamalpur::Islampur::Sapdhari,4,union,Union,BGD,GADM
Banshchara,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Banshchara,4,union,Union,BGD,GADM
Digpaith,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Digpaith,4,union,Union,BGD,GADM
Ghoradhap,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Ghoradhap,4,union,Union,BGD,GADM
Itail,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Itail,4,union,Union,BGD,GADM
Jamalpur Paurashava,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Jamalpur Paurashava,4,union,Union,BGD,GADM
Kendua,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Kendua,4,union,Union,BGD,GADM
Lakshmir Char,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Lakshmir Char,4,union,Union,BGD,GADM
Meshta,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Meshta,4,union,Union,BGD,GADM
Narundi,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Narundi,4,union,Union,BGD,GADM
Ranagachha,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Ranagachha,4,union,Union,BGD,GADM
Rashidpur,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Rashidpur,4,union,Union,BGD,GADM
Sahabajpur,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Sahabajpur,4,union,Union,BGD,GADM
Sharifpur,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Sharifpur,4,union,Union,BGD,GADM
Sreepur,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Sreepur,4,union,Union,BGD,GADM
Titpalla,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Titpalla,4,union,Union,BGD,GADM
Tulsir Char,BGD::Dhaka::Jamalpur::Jamalpur Sadar::Tulsir Char,4,union,Union,BGD,GADM
Adarbhita,BGD::Dhaka::Jamalpur::Madarganj::Adarbhita,4,union,Union,BGD,GADM
Balijuri,BGD::Dhaka::Jamalpur::Madarganj::Balijuri,4,union,Union,BGD,GADM
Char Pakerdaha,BGD::Dhaka::Jamalpur::Madarganj::Char Pakerdaha,4,union,Union,BGD,GADM
Gunaritala,BGD::Dhaka::Jamalpur::Madarganj::Gunaritala,4,union,Union,BGD,GADM
Jorekhali,BGD::Dhaka::Jamalpur::Madarganj::Jorekhali,4,union,Union,BGD,GADM
Karaichara,BGD::Dhaka::Jamalpur::Madarganj::Karaichara,4,union,Union,BGD,GADM
Madarganj Paurashava,BGD::Dhaka::Jamalpur::Madarganj::Madarganj Paurashava,4,union,Union,BGD,GADM
Sidhuli,BGD::Dhaka::Jamalpur::Madarganj::Sidhuli,4,union,Union,BGD,GADM
Adra,BGD::Dhaka::Jamalpur::Melandaha::Adra,4,union,Union,BGD,GADM
Char Banipakuri,BGD::Dhaka::Jamalpur::Melandaha::Char Banipakuri,4,union,Union,BGD,GADM
Durmut,BGD::Dhaka::Jamalpur::Melandaha::Durmut,4,union,Union,BGD,GADM
Fulkocha,BGD::Dhaka::Jamalpur::Melandaha::Fulkocha,4,union,Union,BGD,GADM
Ghosher Para,BGD::Dhaka::Jamalpur::Melandaha::Ghosher Para,4,union,Union,BGD,GADM
Jhaugara,BGD::Dhaka::Jamalpur::Melandaha::Jhaugara,4,union,Union,BGD,GADM
Kulia,BGD::Dhaka::Jamalpur::Melandaha::Kulia,4,union,Union,BGD,GADM
Mahmudpur,BGD::Dhaka::Jamalpur::Melandaha::Mahmudpur,4,union,Union,BGD,GADM
Melandaha Paurashava,BGD::Dhaka::Jamalpur::Melandaha::Melandaha Paurashava,4,union,Union,BGD,GADM
Nangla,BGD::Dhaka::Jamalpur::Melandaha::Nangla,4,union,Union,BGD,GADM
Nayanagar,BGD::Dhaka::Jamalpur::Melandaha::Nayanagar,4,union,Union,BGD,GADM
Shaympur,BGD::Dhaka::Jamalpur::Melandaha::Shaympur,4,union,Union,BGD,GADM
Aona,BGD::Dhaka::Jamalpur::Sarishabari::Aona,4,union,Union,BGD,GADM
Bhatara,BGD::Dhaka::Jamalpur::Sarishabari::Bhatara,4,union,Union,BGD,GADM
Doail,BGD::Dhaka::Jamalpur::Sarishabari::Doail,4,union,Union,BGD,GADM
Kamrabad,BGD::Dhaka::Jamalpur::Sarishabari::Kamrabad,4,union,Union,BGD,GADM
Mahadan,BGD::Dhaka::Jamalpur::Sarishabari::Mahadan,4,union,Union,BGD,GADM
Pingna,BGD::Dhaka::Jamalpur::Sarishabari::Pingna,4,union,Union,BGD,GADM
Pogaldigha,BGD::Dhaka::Jamalpur::Sarishabari::Pogaldigha,4,union,Union,BGD,GADM
Sarishabari Paurashava,BGD::Dhaka::Jamalpur::Sarishabari::Sarishabari Paurashava,4,union,Union,BGD,GADM
Satpoa,BGD::Dhaka::Jamalpur::Sarishabari::Satpoa,4,union,Union,BGD,GADM
Adampur,BGD::Dhaka::Kishoreganj::Austagram::Adampur,4,union,Union,BGD,GADM
Austagram,BGD::Dhaka::Kishoreganj::Austagram::Austagram,4,union,Union,BGD,GADM
Bangal Para,BGD::Dhaka::Kishoreganj::Austagram::Bangal Para,4,union,Union,BGD,GADM
Deoghar,BGD::Dhaka::Kishoreganj::Austagram::Deoghar,4,union,Union,BGD,GADM
Kalma,BGD::Dhaka::Kishoreganj::Austagram::Kalma,4,union,Union,BGD,GADM
Kastail,BGD::Dhaka::Kishoreganj::Austagram::Kastail,4,union,Union,BGD,GADM
Khayerpur Abdullahpur,BGD::Dhaka::Kishoreganj::Austagram::Khayerpur Abdullahpur,4,union,Union,BGD,GADM
Purba Austagram,BGD::Dhaka::Kishoreganj::Austagram::Purba Austagram,4,union,Union,BGD,GADM
Bajitpur Paurashava,BGD::Dhaka::Kishoreganj::Bajitpur::Bajitpur Paurashava,4,union,Union,BGD,GADM
Baliardi,BGD::Dhaka::Kishoreganj::Bajitpur::Baliardi,4,union,Union,BGD,GADM
Dighirpar,BGD::Dhaka::Kishoreganj::Bajitpur::Dighirpar,4,union,Union,BGD,GADM
Dilalpur,BGD::Dhaka::Kishoreganj::Bajitpur::Dilalpur,4,union,Union,BGD,GADM
Gazir Char,BGD::Dhaka::Kishoreganj::Bajitpur::Gazir Char,4,union,Union,BGD,GADM
Halimpur,BGD::Dhaka::Kishoreganj::Bajitpur::Halimpur,4,union,Union,BGD,GADM
Hilachia,BGD::Dhaka::Kishoreganj::Bajitpur::Hilachia,4,union,Union,BGD,GADM
Humaipur,BGD::Dhaka::Kishoreganj::Bajitpur::Humaipur,4,union,Union,BGD,GADM
Kailag,BGD::Dhaka::Kishoreganj::Bajitpur::Kailag,4,union,Union,BGD,GADM
Maij Char,BGD::Dhaka::Kishoreganj::Bajitpur::Maij Char,4,union,Union,BGD,GADM
Pirijpur,BGD::Dhaka::Kishoreganj::Bajitpur::Pirijpur,4,union,Union,BGD,GADM
Sarar Char,BGD::Dhaka::Kishoreganj::Bajitpur::Sarar Char,4,union,Union,BGD,GADM
Aganagar,BGD::Dhaka::Kishoreganj::Bhairab::Aganagar,4,union,Union,BGD,GADM
Bhairab Paurashava,BGD::Dhaka::Kishoreganj::Bhairab::Bhairab Paurashava,4,union,Union,BGD,GADM
Gazaria,BGD::Dhaka::Kishoreganj::Bhairab::Gazaria,4,union,Union,BGD,GADM
Kalika Prasad,BGD::Dhaka::Kishoreganj::Bhairab::Kalika Prasad,4,union,Union,BGD,GADM
Sadakpur,BGD::Dhaka::Kishoreganj::Bhairab::Sadakpur,4,union,Union,BGD,GADM
Shibpur,BGD::Dhaka::Kishoreganj::Bhairab::Shibpur,4,union,Union,BGD,GADM
Shimulkandi,BGD::Dhaka::Kishoreganj::Bhairab::Shimulkandi,4,union,Union,BGD,GADM
Sreenagar,BGD::Dhaka::Kishoreganj::Bhairab::Sreenagar,4,union,Union,BGD,GADM
Araibaria,BGD::Dhaka::Kishoreganj::Hossainpur::Araibaria,4,union,Union,BGD,GADM
Gobindapur,BGD::Dhaka::Kishoreganj::Hossainpur::Gobindapur,4,union,Union,BGD,GADM
Hossainpur Paurashava,BGD::Dhaka::Kishoreganj::Hossainpur::Hossainpur Paurashava,4,union,Union,BGD,GADM
Jinari,BGD::Dhaka::Kishoreganj::Hossainpur::Jinari,4,union,Union,BGD,GADM
Pumdi,BGD::Dhaka::Kishoreganj::Hossainpur::Pumdi,4,union,Union,BGD,GADM
Sahedal,BGD::Dhaka::Kishoreganj::Hossainpur::Sahedal,4,union,Union,BGD,GADM
Sidhla,BGD::Dhaka::Kishoreganj::Hossainpur::Sidhla,4,union,Union,BGD,GADM
Badla,BGD::Dhaka::Kishoreganj::Itna::Badla,4,union,Union,BGD,GADM
Baribari,BGD::Dhaka::Kishoreganj::Itna::Baribari,4,union,Union,BGD,GADM
Chauganga,BGD::Dhaka::Kishoreganj::Itna::Chauganga,4,union,Union,BGD,GADM
Dhanpur,BGD::Dhaka::Kishoreganj::Itna::Dhanpur,4,union,Union,BGD,GADM
Elongjuri,BGD::Dhaka::Kishoreganj::Itna::Elongjuri,4,union,Union,BGD,GADM
Itna,BGD::Dhaka::Kishoreganj::Itna::Itna,4,union,Union,BGD,GADM
Joy Siddhi,BGD::Dhaka::Kishoreganj::Itna::Joy Siddhi,4,union,Union,BGD,GADM
Mriga,BGD::Dhaka::Kishoreganj::Itna::Mriga,4,union,Union,BGD,GADM
Raituti,BGD::Dhaka::Kishoreganj::Itna::Raituti,4,union,Union,BGD,GADM
Baragharia,BGD::Dhaka::Kishoreganj::Karimganj::Baragharia,4,union,Union,BGD,GADM
Dehunda,BGD::Dhaka::Kishoreganj::Karimganj::Dehunda,4,union,Union,BGD,GADM
Gujadia,BGD::Dhaka::Kishoreganj::Karimganj::Gujadia,4,union,Union,BGD,GADM
Gundhar,BGD::Dhaka::Kishoreganj::Karimganj::Gundhar,4,union,Union,BGD,GADM
Jafarabad,BGD::Dhaka::Kishoreganj::Karimganj::Jafarabad,4,union,Union,BGD,GADM
Joyka,BGD::Dhaka::Kishoreganj::Karimganj::Joyka,4,union,Union,BGD,GADM
Kadir Jangal,BGD::Dhaka::Kishoreganj::Karimganj::Kadir Jangal,4,union,Union,BGD,GADM
Karimganj Paurashava,BGD::Dhaka::Kishoreganj::Karimganj::Karimganj Paurashava,4,union,Union,BGD,GADM
Kiratan,BGD::Dhaka::Kishoreganj::Karimganj::Kiratan,4,union,Union,BGD,GADM
Niamatpur,BGD::Dhaka::Kishoreganj::Karimganj::Niamatpur,4,union,Union,BGD,GADM
Noabad,BGD::Dhaka::Kishoreganj::Karimganj::Noabad,4,union,Union,BGD,GADM
Sutar Para,BGD::Dhaka::Kishoreganj::Karimganj::Sutar Para,4,union,Union,BGD,GADM
Achmita,BGD::Dhaka::Kishoreganj::Katiadi::Achmita,4,union,Union,BGD,GADM
Banagram,BGD::Dhaka::Kishoreganj::Katiadi::Banagram,4,union,Union,BGD,GADM
Chandpur,BGD::Dhaka::Kishoreganj::Katiadi::Chandpur,4,union,Union,BGD,GADM
Jalalpur,BGD::Dhaka::Kishoreganj::Katiadi::Jalalpur,4,union,Union,BGD,GADM
Kargaon,BGD::Dhaka::Kishoreganj::Katiadi::Kargaon,4,union,Union,BGD,GADM
Katiadi,BGD::Dhaka::Kishoreganj::Katiadi::Katiadi,4,union,Union,BGD,GADM
Katiadi Paurashava,BGD::Dhaka::Kishoreganj::Katiadi::Katiadi Paurashava,4,union,Union,BGD,GADM
Lohajuri,BGD::Dhaka::Kishoreganj::Katiadi::Lohajuri,4,union,Union,BGD,GADM
Masua,BGD::Dhaka::Kishoreganj::Katiadi::Masua,4,union,Union,BGD,GADM
Mumurdia,BGD::Dhaka::Kishoreganj::Katiadi::Mumurdia,4,union,Union,BGD,GADM
Shahasram Dhuldia,BGD::Dhaka::Kishoreganj::Katiadi::Shahasram Dhuldia,4,union,Union,BGD,GADM
Baulai,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar::Baulai,4,union,Union,BGD,GADM
Binnati,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar::Binnati,4,union,Union,BGD,GADM
Chauddasata,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar::Chauddasata,4,union,Union,BGD,GADM
Dana Patali,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar::Dana Patali,4,union,Union,BGD,GADM
Jasodal,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar::Jasodal,4,union,Union,BGD,GADM
Kishoreganj Paurashava,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar::Kishoreganj Paurashava,4,union,Union,BGD,GADM
Korsha Kariail,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar::Korsha Kariail,4,union,Union,BGD,GADM
Latibabad,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar::Latibabad,4,union,Union,BGD,GADM
Mahinanda,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar::Mahinanda,4,union,Union,BGD,GADM
Maij Khapan,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar::Maij Khapan,4,union,Union,BGD,GADM
Maria,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar::Maria,4,union,Union,BGD,GADM
Rashidabad,BGD::Dhaka::Kishoreganj::Kishoreganj Sadar::Rashidabad,4,union,Union,BGD,GADM
Chhaysuti,BGD::Dhaka::Kishoreganj::Kuliar Char::Chhaysuti,4,union,Union,BGD,GADM
Faridpur,BGD::Dhaka::Kishoreganj::Kuliar Char::Faridpur,4,union,Union,BGD,GADM
Gobaria Abdullahpur,BGD::Dhaka::Kishoreganj::Kuliar Char::Gobaria Abdullahpur,4,union,Union,BGD,GADM
Kuliar Char Paurashava,BGD::Dhaka::Kishoreganj::Kuliar Char::Kuliar Char Paurashava,4,union,Union,BGD,GADM
Osmanpur,BGD::Dhaka::Kishoreganj::Kuliar Char::Osmanpur,4,union,Union,BGD,GADM
Ramdi,BGD::Dhaka::Kishoreganj::Kuliar Char::Ramdi,4,union,Union,BGD,GADM
Salua,BGD::Dhaka::Kishoreganj::Kuliar Char::Salua,4,union,Union,BGD,GADM
Bairati,BGD::Dhaka::Kishoreganj::Mithamain::Bairati,4,union,Union,BGD,GADM
Dhaki,BGD::Dhaka::Kishoreganj::Mithamain::Dhaki,4,union,Union,BGD,GADM
Ghagra,BGD::Dhaka::Kishoreganj::Mithamain::Ghagra,4,union,Union,BGD,GADM
Gopedighi,BGD::Dhaka::Kishoreganj::Mithamain::Gopedighi,4,union,Union,BGD,GADM
Keorjori,BGD::Dhaka::Kishoreganj::Mithamain::Keorjori,4,union,Union,BGD,GADM
Khatkhal,BGD::Dhaka::Kishoreganj::Mithamain::Khatkhal,4,union,Union,BGD,GADM
Mithamain,BGD::Dhaka::Kishoreganj::Mithamain::Mithamain,4,union,Union,BGD,GADM
Chhatir Char,BGD::Dhaka::Kishoreganj::Nikli::Chhatir Char,4,union,Union,BGD,GADM
Dampara,BGD::Dhaka::Kishoreganj::Nikli::Dampara,4,union,Union,BGD,GADM
Gurai,BGD::Dhaka::Kishoreganj::Nikli::Gurai,4,union,Union,BGD,GADM
Jaraitala,BGD::Dhaka::Kishoreganj::Nikli::Jaraitala,4,union,Union,BGD,GADM
Karpasha,BGD::Dhaka::Kishoreganj::Nikli::Karpasha,4,union,Union,BGD,GADM
Nikli,BGD::Dhaka::Kishoreganj::Nikli::Nikli,4,union,Union,BGD,GADM
Singpur,BGD::Dhaka::Kishoreganj::Nikli::Singpur,4,union,Union,BGD,GADM
Barudia,BGD::Dhaka::Kishoreganj::Pakundia::Barudia,4,union,Union,BGD,GADM
Chandi Pasha,BGD::Dhaka::Kishoreganj::Pakundia::Chandi Pasha,4,union,Union,BGD,GADM
Char Faradi,BGD::Dhaka::Kishoreganj::Pakundia::Char Faradi,4,union,Union,BGD,GADM
Egarasindur,BGD::Dhaka::Kishoreganj::Pakundia::Egarasindur,4,union,Union,BGD,GADM
Hosendi,BGD::Dhaka::Kishoreganj::Pakundia::Hosendi,4,union,Union,BGD,GADM
Jangalia,BGD::Dhaka::Kishoreganj::Pakundia::Jangalia,4,union,Union,BGD,GADM
Narandi,BGD::Dhaka::Kishoreganj::Pakundia::Narandi,4,union,Union,BGD,GADM
Pakundia,BGD::Dhaka::Kishoreganj::Pakundia::Pakundia,4,union,Union,BGD,GADM
Pakundia Paurashava,BGD::Dhaka::Kishoreganj::Pakundia::Pakundia Paurashava,4,union,Union,BGD,GADM
Patuabhanga,BGD::Dhaka::Kishoreganj::Pakundia::Patuabhanga,4,union,Union,BGD,GADM
Sukhia,BGD::Dhaka::Kishoreganj::Pakundia::Sukhia,4,union,Union,BGD,GADM
Damiha,BGD::Dhaka::Kishoreganj::Tarail::Damiha,4,union,Union,BGD,GADM
Dhala,BGD::Dhaka::Kishoreganj::Tarail::Dhala,4,union,Union,BGD,GADM
Digdair,BGD::Dhaka::Kishoreganj::Tarail::Digdair,4,union,Union,BGD,GADM
Jawar,BGD::Dhaka::Kishoreganj::Tarail::Jawar,4,union,Union,BGD,GADM
Rauti,BGD::Dhaka::Kishoreganj::Tarail::Rauti,4,union,Union,BGD,GADM
Talganga,BGD::Dhaka::Kishoreganj::Tarail::Talganga,4,union,Union,BGD,GADM
Tarail Sachail,BGD::Dhaka::Kishoreganj::Tarail::Tarail Sachail,4,union,Union,BGD,GADM
Alinagar,BGD::Dhaka::Madaripur::Kalkini::Alinagar,4,union,Union,BGD,GADM
Baligram,BGD::Dhaka::Madaripur::Kalkini::Baligram,4,union,Union,BGD,GADM
Banshgari,BGD::Dhaka::Madaripur::Kalkini::Banshgari,4,union,Union,BGD,GADM
Char Daulat Khan,BGD::Dhaka::Madaripur::Kalkini::Char Daulat Khan,4,union,Union,BGD,GADM
Dasar,BGD::Dhaka::Madaripur::Kalkini::Dasar,4,union,Union,BGD,GADM
Enayetnagar,BGD::Dhaka::Madaripur::Kalkini::Enayetnagar,4,union,Union,BGD,GADM
Gopalpur,BGD::Dhaka::Madaripur::Kalkini::Gopalpur,4,union,Union,BGD,GADM
Kalkini Paurashava,BGD::Dhaka::Madaripur::Kalkini::Kalkini Paurashava,4,union,Union,BGD,GADM
Kayaria,BGD::Dhaka::Madaripur::Kalkini::Kayaria,4,union,Union,BGD,GADM
Kazibakai,BGD::Dhaka::Madaripur::Kalkini::Kazibakai,4,union,Union,BGD,GADM
Lakshmipur,BGD::Dhaka::Madaripur::Kalkini::Lakshmipur,4,union,Union,BGD,GADM
Nabagram,BGD::Dhaka::Madaripur::Kalkini::Nabagram,4,union,Union,BGD,GADM
Ramjanpur,BGD::Dhaka::Madaripur::Kalkini::Ramjanpur,4,union,Union,BGD,GADM
Sahebrampur,BGD::Dhaka::Madaripur::Kalkini::Sahebrampur,4,union,Union,BGD,GADM
Shikar Mangal,BGD::Dhaka::Madaripur::Kalkini::Shikar Mangal,4,union,Union,BGD,GADM
Bahadurpur,BGD::Dhaka::Madaripur::Madaripur Sadar::Bahadurpur,4,union,Union,BGD,GADM
Chilar Char,BGD::Dhaka::Madaripur::Madaripur Sadar::Chilar Char,4,union,Union,BGD,GADM
Dhurail,BGD::Dhaka::Madaripur::Madaripur Sadar::Dhurail,4,union,Union,BGD,GADM
Dudkhali,BGD::Dhaka::Madaripur::Madaripur Sadar::Dudkhali,4,union,Union,BGD,GADM
Ghatmajhi,BGD::Dhaka::Madaripur::Madaripur Sadar::Ghatmajhi,4,union,Union,BGD,GADM
Jhaudi,BGD::Dhaka::Madaripur::Madaripur Sadar::Jhaudi,4,union,Union,BGD,GADM
Kalikapur,BGD::Dhaka::Madaripur::Madaripur Sadar::Kalikapur,4,union,Union,BGD,GADM
Kendua,BGD::Dhaka::Madaripur::Madaripur Sadar::Kendua,4,union,Union,BGD,GADM
Khoajpur,BGD::Dhaka::Madaripur::Madaripur Sadar::Khoajpur,4,union,Union,BGD,GADM
Kunia,BGD::Dhaka::Madaripur::Madaripur Sadar::Kunia,4,union,Union,BGD,GADM
Madaripur Paurashava,BGD::Dhaka::Madaripur::Madaripur Sadar::Madaripur Paurashava,4,union,Union,BGD,GADM
Mustafapur,BGD::Dhaka::Madaripur::Madaripur Sadar::Mustafapur,4,union,Union,BGD,GADM
