SURVEY NAME,FILE TYPE,FILE NAME,FILE FORMAT
"Bangladesh DHS-III, Standard DHS, 1996-97",Individual Recode,BDIR3ASD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-III, Standard DHS, 1996-97",Individual Recode,BDIR3ASV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-III, Standard DHS, 1996-97",Men's Recode,BDMR3A.ZIP,Hierarchical
"Bangladesh DHS-III, Standard DHS, 1996-97",Men's Recode,BDMR3ADT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-III, Standard DHS, 1996-97",Men's Recode,BDMR3AFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-III, Standard DHS, 1996-97",Men's Recode,BDMR3ASD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-III, Standard DHS, 1996-97",Men's Recode,BDMR3ASV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-III, Standard DHS, 1996-97",Service Availability Raw,BDSQ3A.ZIP,Hierarchical
"Bangladesh DHS-III, Standard DHS, 1996-97",Service Availability Raw,BDSQ3ADT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-III, Standard DHS, 1996-97",Service Availability Raw,BDSQ3AFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-III, Standard DHS, 1996-97",Service Availability Raw,BDSQ3ASD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-III, Standard DHS, 1996-97",Service Availability Raw,BDSQ3ASV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-III, Standard DHS, 1996-97",Wealth Index,BDWI3A.ZIP,Hierarchical
"Bangladesh DHS-III, Standard DHS, 1996-97",Wealth Index,BDWI3ADT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-III, Standard DHS, 1996-97",Wealth Index,BDWI3AFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-III, Standard DHS, 1996-97",Wealth Index,BDWI3ASD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-III, Standard DHS, 1996-97",Wealth Index,BDWI3ASV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Special, 2001",Household Raw,BDHH4ADT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Special, 2001",Household Raw,BDHH4AFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Special, 2001",Household Raw,BDHH4ASD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Special, 2001",Household Raw,BDHH4ASV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Special, 2001",Individual Raw,BDIQ4A.ZIP,Hierarchical
"Bangladesh DHS-IV, Special, 2001",Individual Raw,BDIQ4ADT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Special, 2001",Individual Raw,BDIQ4AFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Special, 2001",Individual Raw,BDIQ4ASD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Special, 2001",Individual Raw,BDIQ4ASV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Special, 2001",Verbal Autopsy,BDVA4ADT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Special, 2001",Verbal Autopsy,BDVA4AFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Special, 2001",Verbal Autopsy,BDVA4ASD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Special, 2001",Verbal Autopsy,BDVA4ASV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Births Recode,BDBR41DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Births Recode,BDBR41FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Births Recode,BDBR41SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Births Recode,BDBR41SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Children's Recode,BDKR41.ZIP,Hierarchical
"Bangladesh DHS-IV, Standard DHS, 1999-00",Children's Recode,BDKR41DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Children's Recode,BDKR41FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Children's Recode,BDKR41SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Children's Recode,BDKR41SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Couples' Recode,BDCR41.ZIP,Hierarchical
"Bangladesh DHS-IV, Standard DHS, 1999-00",Couples' Recode,BDCR41DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Couples' Recode,BDCR41FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Couples' Recode,BDCR41SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Couples' Recode,BDCR41SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Height and Weight Scores - WHO Child Growth Standards,BDHW41.ZIP,Hierarchical
"Bangladesh DHS-IV, Standard DHS, 1999-00",Height and Weight Scores - WHO Child Growth Standards,BDHW41DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Height and Weight Scores - WHO Child Growth Standards,BDHW41FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Height and Weight Scores - WHO Child Growth Standards,BDHW41SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Height and Weight Scores - WHO Child Growth Standards,BDHW41SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Household Member Recode,BDPR41DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Household Member Recode,BDPR41FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Household Member Recode,BDPR41SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Household Member Recode,BDPR41SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Household Recode,BDHR41.ZIP,Hierarchical
"Bangladesh DHS-IV, Standard DHS, 1999-00",Household Recode,BDHR41DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Household Recode,BDHR41FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Household Recode,BDHR41SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Household Recode,BDHR41SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Individual Recode,BDIR41.ZIP,Hierarchical
"Bangladesh DHS-IV, Standard DHS, 1999-00",Individual Recode,BDIR41DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Individual Recode,BDIR41FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Individual Recode,BDIR41SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Individual Recode,BDIR41SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Men's Recode,BDMR41.ZIP,Hierarchical
"Bangladesh DHS-IV, Standard DHS, 1999-00",Men's Recode,BDMR41DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Men's Recode,BDMR41FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Men's Recode,BDMR41SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Men's Recode,BDMR41SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Wealth Index,BDWI41.ZIP,Hierarchical
"Bangladesh DHS-IV, Standard DHS, 1999-00",Wealth Index,BDWI41DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Wealth Index,BDWI41FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Wealth Index,BDWI41SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 1999-00",Wealth Index,BDWI41SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 2004",Births Recode,BDBR4JDT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 2004",Births Recode,BDBR4JFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 2004",Births Recode,BDBR4JSD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 2004",Births Recode,BDBR4JSV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 2004",Children's Recode,BDKR4JDT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 2004",Children's Recode,BDKR4JFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 2004",Children's Recode,BDKR4JSD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 2004",Children's Recode,BDKR4JSV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 2004",Couples' Recode,BDCR4JDT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 2004",Couples' Recode,BDCR4JFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 2004",Couples' Recode,BDCR4JSD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 2004",Couples' Recode,BDCR4JSV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 2004",Height and Weight Scores - WHO Child Growth Standards,BDHW4J.ZIP,Hierarchical
"Bangladesh DHS-IV, Standard DHS, 2004",Height and Weight Scores - WHO Child Growth Standards,BDHW4JDT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 2004",Height and Weight Scores - WHO Child Growth Standards,BDHW4JFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 2004",Height and Weight Scores - WHO Child Growth Standards,BDHW4JSD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 2004",Height and Weight Scores - WHO Child Growth Standards,BDHW4JSV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 2004",Household Member Recode,BDPR4JDT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 2004",Household Member Recode,BDPR4JFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 2004",Household Member Recode,BDPR4JSD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 2004",Household Member Recode,BDPR4JSV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 2004",Household Recode,BDHR4JDT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 2004",Household Recode,BDHR4JFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 2004",Household Recode,BDHR4JSD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 2004",Household Recode,BDHR4JSV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 2004",Individual Recode,BDIR4J.ZIP,Hierarchical
"Bangladesh DHS-IV, Standard DHS, 2004",Individual Recode,BDIR4JDT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 2004",Individual Recode,BDIR4JFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 2004",Individual Recode,BDIR4JSD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 2004",Individual Recode,BDIR4JSV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 2004",Men's Recode,BDMR4J.ZIP,Hierarchical
"Bangladesh DHS-IV, Standard DHS, 2004",Men's Recode,BDMR4JDT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 2004",Men's Recode,BDMR4JFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 2004",Men's Recode,BDMR4JSD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 2004",Men's Recode,BDMR4JSV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 2004",Service Availability Raw,BDSQ4I.ZIP,Hierarchical
"Bangladesh DHS-IV, Standard DHS, 2004",Service Availability Raw,BDSQ4IDT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 2004",Service Availability Raw,BDSQ4IFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 2004",Service Availability Raw,BDSQ4ISD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 2004",Service Availability Raw,BDSQ4ISV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-IV, Standard DHS, 2004",Verbal Autopsy,BDVA4I.ZIP,Hierarchical
"Bangladesh DHS-IV, Standard DHS, 2004",Verbal Autopsy,BDVA4IDT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-IV, Standard DHS, 2004",Verbal Autopsy,BDVA4IFL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-IV, Standard DHS, 2004",Verbal Autopsy,BDVA4ISD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-IV, Standard DHS, 2004",Verbal Autopsy,BDVA4ISV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-V, Standard DHS, 2007",Births Recode,BDBR51DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-V, Standard DHS, 2007",Births Recode,BDBR51FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-V, Standard DHS, 2007",Births Recode,BDBR51SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-V, Standard DHS, 2007",Births Recode,BDBR51SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-V, Standard DHS, 2007",Children's Recode,BDKR51DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-V, Standard DHS, 2007",Children's Recode,BDKR51FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-V, Standard DHS, 2007",Children's Recode,BDKR51SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-V, Standard DHS, 2007",Children's Recode,BDKR51SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-V, Standard DHS, 2007",Couples' Recode,BDCR51DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-V, Standard DHS, 2007",Couples' Recode,BDCR51FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-V, Standard DHS, 2007",Couples' Recode,BDCR51SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-V, Standard DHS, 2007",Couples' Recode,BDCR51SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-V, Standard DHS, 2007",Household Member Recode,BDPR51DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-V, Standard DHS, 2007",Household Member Recode,BDPR51FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-V, Standard DHS, 2007",Household Member Recode,BDPR51SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-V, Standard DHS, 2007",Household Member Recode,BDPR51SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-V, Standard DHS, 2007",Household Recode,BDHR51DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-V, Standard DHS, 2007",Household Recode,BDHR51FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-V, Standard DHS, 2007",Household Recode,BDHR51SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-V, Standard DHS, 2007",Household Recode,BDHR51SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-V, Standard DHS, 2007",Individual Recode,BDIR51.ZIP,Hierarchical
"Bangladesh DHS-V, Standard DHS, 2007",Individual Recode,BDIR51DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-V, Standard DHS, 2007",Individual Recode,BDIR51FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-V, Standard DHS, 2007",Individual Recode,BDIR51SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-V, Standard DHS, 2007",Individual Recode,BDIR51SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-V, Standard DHS, 2007",Men's Recode,BDMR51.ZIP,Hierarchical
"Bangladesh DHS-V, Standard DHS, 2007",Men's Recode,BDMR51DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-V, Standard DHS, 2007",Men's Recode,BDMR51FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-V, Standard DHS, 2007",Men's Recode,BDMR51SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-V, Standard DHS, 2007",Men's Recode,BDMR51SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-V, Standard DHS, 2007",Service Availability Raw,BDSQ51.ZIP,Hierarchical
"Bangladesh DHS-V, Standard DHS, 2007",Service Availability Raw,BDSQ51DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-V, Standard DHS, 2007",Service Availability Raw,BDSQ51FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-V, Standard DHS, 2007",Service Availability Raw,BDSQ51SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-V, Standard DHS, 2007",Service Availability Raw,BDSQ51SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-VI, Standard DHS, 2011",Births Recode,BDBR61DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-VI, Standard DHS, 2011",Births Recode,BDBR61FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-VI, Standard DHS, 2011",Births Recode,BDBR61SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-VI, Standard DHS, 2011",Births Recode,BDBR61SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-VI, Standard DHS, 2011",Children's Recode,BDKR61DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-VI, Standard DHS, 2011",Children's Recode,BDKR61FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-VI, Standard DHS, 2011",Children's Recode,BDKR61SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-VI, Standard DHS, 2011",Children's Recode,BDKR61SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-VI, Standard DHS, 2011",Couples' Recode,BDCR61DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-VI, Standard DHS, 2011",Couples' Recode,BDCR61FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-VI, Standard DHS, 2011",Couples' Recode,BDCR61SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-VI, Standard DHS, 2011",Couples' Recode,BDCR61SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-VI, Standard DHS, 2011",Household Member Recode,BDPR61DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-VI, Standard DHS, 2011",Household Member Recode,BDPR61FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-VI, Standard DHS, 2011",Household Member Recode,BDPR61SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-VI, Standard DHS, 2011",Household Member Recode,BDPR61SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-VI, Standard DHS, 2011",Household Recode,BDHR61DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-VI, Standard DHS, 2011",Household Recode,BDHR61FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-VI, Standard DHS, 2011",Household Recode,BDHR61SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-VI, Standard DHS, 2011",Household Recode,BDHR61SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-VI, Standard DHS, 2011",Individual Recode,BDIR61.ZIP,Hierarchical
"Bangladesh DHS-VI, Standard DHS, 2011",Individual Recode,BDIR61DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-VI, Standard DHS, 2011",Individual Recode,BDIR61FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-VI, Standard DHS, 2011",Individual Recode,BDIR61SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-VI, Standard DHS, 2011",Individual Recode,BDIR61SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-VI, Standard DHS, 2011",Men's Recode,BDMR61.ZIP,Hierarchical
"Bangladesh DHS-VI, Standard DHS, 2011",Men's Recode,BDMR61DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-VI, Standard DHS, 2011",Men's Recode,BDMR61FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-VI, Standard DHS, 2011",Men's Recode,BDMR61SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-VI, Standard DHS, 2011",Men's Recode,BDMR61SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-VI, Standard DHS, 2011",Service Availability Raw,BDSQ61.ZIP,Hierarchical
"Bangladesh DHS-VI, Standard DHS, 2011",Service Availability Raw,BDSQ61DT.ZIP,Stata dataset (.dta)
"Bangladesh DHS-VI, Standard DHS, 2011",Service Availability Raw,BDSQ61FL.ZIP,Flat ASCII data (.dat)
"Bangladesh DHS-VI, Standard DHS, 2011",Service Availability Raw,BDSQ61SD.ZIP,SAS dataset (.sas7bdat)
"Bangladesh DHS-VI, Standard DHS, 2011",Service Availability Raw,BDSQ61SV.ZIP,SPSS dataset (.sav)
"Bangladesh DHS-VI, Standard DHS, 2011",Verbal Autopsy,BDVA61SD.ZIP,SAS dataset (.sas7bdat)
